Query ID,Document ID,Score
Q0,CACM-1591,72.39836173974001
Q0,CACM-2319,66.7610209693471
Q0,CACM-2379,53.05591444737475
Q0,CACM-2380,51.50579246497489
Q0,CACM-1844,51.47443643087203
Q0,CACM-2740,48.389427145763676
Q0,CACM-1680,47.20116705686929
Q0,CACM-3048,45.12606428849313
Q0,CACM-1827,44.975956231524705
Q0,CACM-1033,44.3207497583142
Q0,CACM-1605,44.10228149018465
Q0,CACM-1665,43.67059013012185
Q0,CACM-2542,43.52010620079122
Q0,CACM-2188,43.43737790118224
Q0,CACM-1264,43.12096582540133
Q0,CACM-1519,41.11450453792481
Q0,CACM-3087,41.03982896377284
Q0,CACM-1523,40.023122893021934
Q0,CACM-2629,39.05139434216612
Q0,CACM-2358,37.134232425311716
Q0,CACM-2357,36.569030648927566
Q0,CACM-1885,36.56205638337677
Q0,CACM-1749,36.319202720927976
Q0,CACM-2632,36.08755217927241
Q0,CACM-2003,35.99154155697311
Q0,CACM-2424,35.903833487622684
Q0,CACM-2622,35.07894294141035
Q0,CACM-2541,34.98712488708795
Q0,CACM-1393,34.95737223962195
Q0,CACM-2054,34.67097304242197
Q0,CACM-1698,34.56255097316817
Q0,CACM-2344,33.8140731008824
Q0,CACM-0585,33.222541802164656
Q0,CACM-1750,32.995301172658046
Q0,CACM-3127,32.153831120984194
Q0,CACM-2948,32.09336220971012
Q0,CACM-1956,31.97522257556565
Q0,CACM-2951,31.912814804528633
Q0,CACM-1719,31.858105905228932
Q0,CACM-2317,31.666542586274087
Q0,CACM-1544,31.630867828331706
Q0,CACM-2219,31.494541341014905
Q0,CACM-2470,31.47516195088581
Q0,CACM-2535,31.141618836487726
Q0,CACM-1315,30.970397679891533
Q0,CACM-1410,30.644769729850143
Q0,CACM-2878,30.633441296992697
Q0,CACM-2378,30.30495138481025
Q0,CACM-2893,30.088557436962063
Q0,CACM-1938,29.565540033936163
Q0,CACM-0637,29.462246600236806
Q0,CACM-1506,29.45423625545839
Q0,CACM-3112,29.387811477156905
Q0,CACM-2560,29.31257100486359
Q0,CACM-3068,29.211363823884614
Q0,CACM-1161,29.18470690043912
Q0,CACM-2947,29.074629706750635
