QueryID,DocID,Score
Q0,CACM-3127,14.522018237278838
Q0,CACM-2246,10.504900257428192
Q0,CACM-1930,8.64468216002248
Q0,CACM-3196,8.458008907169349
Q0,CACM-2593,5.572562090725693
Q0,CACM-3068,5.515678326380781
Q0,CACM-2319,5.3766347244086745
Q0,CACM-2740,5.336961879296037
Q0,CACM-1680,5.196137946750135
Q0,CACM-2379,5.196064579779364
Q0,CACM-1591,5.127586660500606
Q0,CACM-1462,5.099060661822353
Q0,CACM-2629,5.0721456350392184
Q0,CACM-2632,5.010570007761062
Q0,CACM-2597,4.900081684435559
Q0,CACM-1461,4.837126322536513
Q0,CACM-1236,4.801599692918076
Q0,CACM-2424,4.7843535359917055
Q0,CACM-1033,4.760949560208163
Q0,CACM-2482,4.758328018104581
Q0,CACM-2735,4.713464278203167
Q0,CACM-2357,4.625717516647262
Q0,CACM-2796,4.608831384926842
Q0,CACM-1750,4.59099927550753
Q0,CACM-2541,4.556861057950764
Q0,CACM-2868,4.548134506387015
Q0,CACM-1755,4.537447656885016
Q0,CACM-2317,4.5255402916098735
Q0,CACM-1472,4.511091979574909
Q0,CACM-2920,4.496085373194828
Q0,CACM-1334,4.450315248514976
Q0,CACM-2080,4.4439727845876735
Q0,CACM-2111,4.4439727845876735
Q0,CACM-1534,4.43518929491287
Q0,CACM-2867,4.430774040960398
Q0,CACM-1247,4.430774040960398
Q0,CACM-1728,4.4071962785990495
Q0,CACM-2840,4.380656061620542
Q0,CACM-2378,4.371331511413529
Q0,CACM-3025,4.353708879287332
Q0,CACM-1519,4.318503646711598
Q0,CACM-2064,4.314500686436876
Q0,CACM-2153,4.308334577034204
Q0,CACM-2798,4.258743429835136
Q0,CACM-1657,4.213838114771702
Q0,CACM-2372,4.2039952989141
Q0,CACM-1168,4.199543765709434
Q0,CACM-0972,4.19242341309953
Q0,CACM-1752,4.180958244334267
Q0,CACM-2092,4.176759452291235
Q0,CACM-0585,4.176161680691766
Q0,CACM-2399,4.175384405356439
Q0,CACM-2320,4.163904286190847
Q0,CACM-0322,4.159970919837798
Q0,CACM-1324,4.159970919837798
Q0,CACM-1766,4.139217856033877
Q0,CACM-2126,4.132342987340378
Q0,CACM-1912,4.108457416288497
Q0,CACM-3089,4.049714956425271
Q0,CACM-1902,4.030141406045768
Q0,CACM-1264,4.024326994088014
Q0,CACM-3174,4.013073369220052
Q0,CACM-2218,4.009499367230201
Q0,CACM-1938,4.007701884669282
Q0,CACM-1071,4.002624758706008
Q0,CACM-2777,3.9842441872450785
Q0,CACM-2069,3.9823265006933055
Q0,CACM-1853,3.965919836415363
Q0,CACM-1747,3.9585124256821365
Q0,CACM-1749,3.9215717607745764
Q0,CACM-1163,3.884458847583197
Q0,CACM-3087,3.8673003290273344
Q0,CACM-3137,3.86474095256681
Q0,CACM-2219,3.860630193152825
Q0,CACM-1951,3.8603118412169235
Q0,CACM-1108,3.8593082926601063
Q0,CACM-2536,3.857666809535766
Q0,CACM-1464,3.857666809535766
Q0,CACM-1533,3.8575146663652546
Q0,CACM-0252,3.8474780969772575
Q0,CACM-1923,3.8461064732472954
Q0,CACM-2950,3.837405818335297
Q0,CACM-0202,3.816309368631104
Q0,CACM-1924,3.813102727965963
Q0,CACM-1751,3.8056122120983664
Q0,CACM-1034,3.8027979946999477
Q0,CACM-2151,3.783326267682799
Q0,CACM-2065,3.7580039955263342
