QueryID,DocID,Score
Q0,CACM-2319,23.334283247972795
Q0,CACM-1519,19.883012735147403
Q0,CACM-2380,19.42439502016366
Q0,CACM-2379,19.112314326804544
Q0,CACM-1523,18.891507687443184
Q0,CACM-1410,18.869223467844385
Q0,CACM-2629,18.45833472561927
Q0,CACM-1749,17.757157830035247
Q0,CACM-3025,17.708397679536265
Q0,CACM-3048,17.65422404580794
Q0,CACM-1591,17.587505658762943
Q0,CACM-1605,17.559396448866195
Q0,CACM-1168,17.471669098571045
Q0,CACM-1680,17.342910557399208
Q0,CACM-2740,17.230327732439562
Q0,CACM-2371,17.000143365768682
Q0,CACM-1506,16.770708156650002
Q0,CACM-1544,16.596823469856822
Q0,CACM-1938,16.23781553105099
Q0,CACM-2632,16.22440286706747
Q0,CACM-3127,15.998587650810437
Q0,CACM-2357,15.984248672862343
Q0,CACM-2317,15.963681259229379
Q0,CACM-1161,15.83269142258208
Q0,CACM-1033,15.81988376162277
Q0,CACM-2358,15.560179593622081
Q0,CACM-0971,15.44932090839982
Q0,CACM-1647,15.284614925098868
Q0,CACM-1750,15.216301430192383
Q0,CACM-0585,15.180213542443752
Q0,CACM-1844,15.090386898775993
Q0,CACM-1264,15.069159940565669
Q0,CACM-0414,14.893432098044354
Q0,CACM-1179,14.718776607941475
Q0,CACM-1315,14.631867549333375
Q0,CACM-1657,14.595359219876746
Q0,CACM-1464,14.478578534233755
Q0,CACM-2947,14.363876218350757
Q0,CACM-0252,14.202078595969262
Q0,CACM-1685,14.176599595215333
Q0,CACM-1195,14.14645924371125
Q0,CACM-2624,14.145746440250155
Q0,CACM-1753,14.10994464106858
Q0,CACM-1236,14.101781585213768
Q0,CACM-2424,14.026148094619533
Q0,CACM-1046,14.021448114457153
Q0,CACM-2597,13.988244096670048
Q0,CACM-1304,13.948936458275284
Q0,CACM-2054,13.895536994762134
Q0,CACM-1462,13.870848875595238
Q0,CACM-2948,13.851318143412032
Q0,CACM-2868,13.843702906683378
Q0,CACM-0098,13.827063647759703
Q0,CACM-1697,13.752864034603185
Q0,CACM-1960,13.749653101163364
Q0,CACM-2951,13.704642274879632
Q0,CACM-2920,13.693338552313467
Q0,CACM-2796,13.622117932158762
Q0,CACM-1755,13.411132222201328
Q0,CACM-1698,13.351920811599461
Q0,CACM-1472,13.333233919027474
Q0,CACM-2681,13.273776881594134
Q0,CACM-3068,13.182780578880305
Q0,CACM-1747,13.10657191228002
Q0,CACM-2219,13.093332930967135
Q0,CACM-3137,13.073395878241339
Q0,CACM-1225,13.053599224424488
Q0,CACM-2917,13.031080486137597
Q0,CACM-1752,12.985958052272018
Q0,CACM-2542,12.965545234844498
Q0,CACM-1885,12.944635371911719
Q0,CACM-2372,12.934701867060062
Q0,CACM-2541,12.92960554056707
Q0,CACM-2535,12.873016366583949
Q0,CACM-2080,12.858839021807498
Q0,CACM-1827,12.841162853479467
Q0,CACM-1163,12.82098575131929
Q0,CACM-1534,12.807407168904714
Q0,CACM-1173,12.749481185860013
Q0,CACM-0637,12.669565890930084
Q0,CACM-2151,12.622714597070928
Q0,CACM-3089,12.447446137063555
Q0,CACM-2188,12.405218191567286
Q0,CACM-2840,12.370961706230252
Q0,CACM-1034,12.313924885617524
Q0,CACM-1542,12.309365801467312
Q0,CACM-2878,12.300707248846074
Q0,CACM-2398,12.209544483195707
Q0,CACM-3174,12.181052437815222
Q0,CACM-0698,12.16321934557794
Q0,CACM-1515,12.145521188378536
Q0,CACM-1805,12.046981575129607
Q0,CACM-2378,11.959575016499098
Q0,CACM-0271,11.905475039095215
Q0,CACM-2370,11.898265242303212
Q0,CACM-1226,11.834592535780587
Q0,CACM-2622,11.7706452124264
Q0,CACM-2984,11.76912499159246
Q0,CACM-1712,11.694362501925106
Q0,CACM-2218,11.690748971056195
Q1,CACM-2434,27.347214225489303
Q1,CACM-2863,24.223727307571583
Q1,CACM-3078,22.90234206973755
Q1,CACM-1046,5.396762700623926
Q1,CACM-0597,5.2653958313475915
Q1,CACM-1867,5.21727187405427
Q1,CACM-1014,5.068298012297636
Q1,CACM-0492,4.95050093686594
Q1,CACM-1305,4.923650955933037
Q1,CACM-0847,4.878599402367951
Q1,CACM-0397,4.705195175925352
Q1,CACM-0435,4.6683943369477765
Q1,CACM-1397,4.54875753756375
Q1,CACM-3202,4.430900753283725
Q1,CACM-1345,4.253652105944148
Q1,CACM-1168,4.253652105944148
Q1,CACM-1625,4.233197043341517
Q1,CACM-1214,4.147396038267989
Q1,CACM-1498,4.121656333690453
Q1,CACM-1424,4.096234151682305
Q1,CACM-1623,4.09410621807936
Q1,CACM-1183,3.9036156146457346
Q1,CACM-3189,3.835973041491646
Q1,CACM-1215,3.8139434689473366
Q1,CACM-1315,3.702226680350791
Q1,CACM-0971,3.511454957365121
Q1,CACM-1439,3.42101337527601
Q1,CACM-0728,3.3861279195412495
Q1,CACM-2645,3.330857908993997
Q1,CACM-1391,3.3019496329328293
Q1,CACM-0531,3.2958825570364394
Q1,CACM-1926,3.2694386644772377
Q1,CACM-1591,3.225698178475208
Q1,CACM-3201,3.2063002535442116
Q1,CACM-1117,3.2063002535442116
Q1,CACM-1861,3.2063002535442116
Q1,CACM-3204,3.175636784846333
Q1,CACM-2439,3.175636784846333
Q1,CACM-2356,3.13072571797941
Q1,CACM-1523,3.0870672354676945
Q1,CACM-1486,3.0870672354676945
Q1,CACM-1705,3.069170784096955
Q1,CACM-1403,3.0307154711320217
Q1,CACM-0616,2.9904754602757504
Q1,CACM-1464,2.9897835209500876
Q1,CACM-0942,2.9897835209500876
Q1,CACM-1549,2.9763841319092217
Q1,CACM-1334,2.9763841319092217
Q1,CACM-2519,2.9631043117604614
Q1,CACM-3127,2.936897032951987
Q1,CACM-2912,2.885849049033888
Q1,CACM-3199,2.885849049033888
Q1,CACM-1564,2.860984795336261
Q1,CACM-2937,2.860984795336261
Q1,CACM-1427,2.8487126506650964
Q1,CACM-1348,2.8244815216418826
Q1,CACM-1161,2.742824950090604
Q1,CACM-1503,2.742824950090604
Q1,CACM-1542,2.698249426970765
Q1,CACM-0282,2.6873310136642314
Q1,CACM-2943,2.676500606532405
Q1,CACM-2456,2.665757145806185
Q1,CACM-1468,2.655099588664073
Q1,CACM-1676,2.5929018750998645
Q1,CACM-2383,2.5728118546883616
Q1,CACM-3005,2.4954713717697836
Q1,CACM-2471,2.4861295276549207
Q1,CACM-1469,2.4768573654236508
Q1,CACM-3080,2.4768573654236508
Q1,CACM-2850,2.4768573654236508
Q1,CACM-1854,2.3878028912396263
Q1,CACM-1264,2.3623219720700943
Q1,CACM-2939,2.3456346851828678
Q1,CACM-2317,2.3456346851828678
Q1,CACM-1145,2.337379139004586
Q1,CACM-2096,2.2054239583534474
Q1,CACM-1671,2.2054239583534474
Q1,CACM-2812,2.1623392222799778
Q1,CACM-2092,2.155321564713699
Q1,CACM-1939,2.155321564713699
Q1,CACM-1680,2.1277005993152796
Q1,CACM-3160,2.074529410384276
Q1,CACM-0321,2.017801495905427
Q1,CACM-1811,1.952544316718152
Q1,CACM-1741,1.907674788883716
Q1,CACM-2483,1.8492432479553242
Q1,CACM-2217,1.784641444709764
Q1,CACM-2002,1.5621533482424017
Q1,CACM-3077,1.371776048068863
Q1,CACM-2233,1.2318322236863968
Q1,CACM-2095,0.0
Q1,CACM-0682,0.0
Q1,CACM-0696,0.0
Q1,CACM-1588,0.0
Q1,CACM-2081,0.0
Q1,CACM-2917,0.0
Q1,CACM-0866,0.0
Q1,CACM-0872,0.0
Q1,CACM-2903,0.0
Q1,CACM-2730,0.0
Q2,CACM-2061,8.497812341198031
Q2,CACM-2411,7.967717431139112
Q2,CACM-0799,7.878436813042004
Q2,CACM-1496,7.731068116318135
Q2,CACM-0205,7.479285003450226
Q2,CACM-2921,7.097578819636343
Q2,CACM-2939,6.6896857012653275
Q2,CACM-2112,6.685470796155494
Q2,CACM-3102,6.417156715908691
Q2,CACM-2886,6.391794335604757
Q2,CACM-1788,5.9242168193587865
